City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
612,Alasehir,TR,38.3508,28.5172,42.13,58,0,1.16,Clear : clear sky
613,Agirish,RU,61.9247,63.0231,14.95,96,100,6.13,Snow : light snow
614,Lebedinyy,RU,58.5167,125.5167,-11.6,100,100,1.72,Clouds : overcast clouds
615,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,79,67,25.3,Clouds : broken clouds
616,Necochea,AR,-38.5473,-58.7368,63.03,72,100,22.64,Clouds : overcast clouds
617,Terrace,CA,54.5163,-128.6035,41.43,93,75,11.5,Clouds : broken clouds
618,Byron Bay,AU,-28.65,153.6167,66.15,72,81,19.46,Rain : light rain
619,Marystown,CA,47.1666,-55.1483,43.86,100,100,11.74,Clouds : overcast clouds
620,Bathsheba,BB,13.2167,-59.5167,83.01,54,20,16.11,Clouds : few clouds
621,Tiarei,PF,-17.5333,-149.3333,82.42,74,8,18.61,Clear : clear sky
622,Dwarka,IN,22.2394,68.9678,70.48,61,1,6.13,Clear : clear sky
623,Zharkent,KZ,44.1628,80.0,28.2,41,9,3.96,Clear : clear sky
624,Itapaci,BR,-14.9508,-49.5494,84.88,65,73,1.45,Clouds : broken clouds
625,Augusto Correa,BR,-1.0217,-46.635,79.21,86,100,5.28,Clouds : overcast clouds
626,Shiraz,IR,29.6036,52.5388,45.84,46,20,6.91,Clouds : few clouds
627,Sovetskiy,RU,61.3614,63.5842,16.7,95,100,7.34,Snow : light snow
628,Giraldo,CO,6.6831,-75.9892,63.84,73,73,3.53,Clouds : broken clouds
629,Skjervoy,NO,70.0311,20.9714,32.4,67,65,26.62,Clouds : broken clouds
630,Eyl,SO,7.9803,49.8164,74.75,68,21,10.98,Clouds : few clouds
631,Charlottetown,CA,46.2352,-63.1267,26.6,71,100,13.8,Clouds : overcast clouds
632,Yuryevets,RU,57.3201,43.1041,11.97,98,100,4.09,Clouds : overcast clouds
633,Khandyga,RU,62.6667,135.6,-43.33,100,90,1.92,Clouds : overcast clouds
634,Nyurba,RU,63.2842,118.3319,-24.86,100,80,3.44,Clouds : broken clouds
635,Rossland,CA,49.0831,-117.8022,32.92,88,92,1.99,Clouds : overcast clouds
636,Ugoofaaru,MV,5.6667,73.0,81.16,71,21,10.31,Clouds : few clouds
637,De-Kastri,RU,51.4667,140.7833,5.94,91,100,14.67,Snow : light snow
638,Ganzhou,CN,28.8184,115.4327,40.41,82,54,5.99,Clouds : broken clouds
639,Kloulklubed,PW,7.0419,134.2556,81.77,80,58,23.55,Clouds : broken clouds
640,Buchanan,LR,5.8808,-10.0467,87.76,72,33,10.56,Clouds : scattered clouds
641,Krasnokholmskiy,RU,55.9873,55.0466,17.96,88,100,2.98,Clouds : overcast clouds
642,Kihei,US,20.785,-156.4656,76.84,78,20,0.0,Clouds : few clouds
643,Parintins,BR,-2.6283,-56.7358,86.81,66,99,2.26,Rain : heavy intensity rain
644,Paraiso,CR,9.8383,-83.8656,83.16,30,22,7.61,Clouds : few clouds
645,Oban,GB,56.4127,-5.4706,42.85,71,100,21.59,Clouds : overcast clouds
646,Socorro,US,31.6546,-106.3033,40.03,46,0,0.0,Clear : clear sky
647,Najran,SA,17.4924,44.1277,72.25,50,12,7.85,Clouds : few clouds
648,Zyryanka,RU,65.75,150.85,-41.84,100,52,1.81,Clouds : broken clouds
649,Truro,GB,50.2653,-5.0544,51.57,81,40,21.85,Clouds : scattered clouds
650,Manggar,ID,-2.8833,108.2667,78.3,85,97,7.0,Rain : light rain
651,Ciudad Guayana,VE,8.3533,-62.6528,94.62,32,53,4.18,Clouds : broken clouds
652,Talavera,PH,15.6167,120.9333,72.1,80,82,3.91,Clouds : broken clouds
653,Rudnogorsk,RU,57.2639,103.7519,19.72,95,100,8.01,Snow : light snow
654,Visby,SE,57.6409,18.296,38.05,87,40,16.11,Clouds : scattered clouds
655,Oktyabrskiy,RU,54.4815,53.471,19.09,97,100,2.28,Snow : light snow
656,Maceio,BR,-9.6658,-35.7353,87.24,45,20,16.11,Clouds : few clouds
657,Pilot Butte,CA,50.4668,-104.4178,19.13,90,100,2.3,Fog : fog
658,Sibay,RU,52.7181,58.6658,13.66,97,100,5.39,Clouds : overcast clouds
659,Payo,ID,-3.7508,103.6372,72.73,98,97,2.95,Clouds : overcast clouds
660,Finnsnes,NO,69.2296,17.9811,31.96,86,67,8.25,Clouds : broken clouds
661,Road Town,VG,18.4167,-64.6167,75.29,100,20,13.8,Clouds : few clouds
